15017	5	0.2
15034	2	0.0
15104	1	0.0
15106	26	0.23076923076923078
15120	40	0.225
15122	17	0.11764705882352941
15136	16	0.0
15147	2	0.5
15201	62	0.43548387096774194
15202	25	0.08
15203	119	0.31092436974789917
15205	30	0.06666666666666667
15206	71	0.4647887323943662
15207	10	0.2
15208	5	0.0
15209	8	0.0
15210	19	0.15789473684210525
15211	25	0.44
15212	62	0.1935483870967742
15213	147	0.2108843537414966
15215	22	0.13636363636363635
15216	59	0.1864406779661017
15217	79	0.3670886075949367
15218	22	0.18181818181818182
15219	75	0.13333333333333333
15220	35	0.05714285714285714
15221	20	0.15
15222	235	0.33191489361702126
15223	4	0.25
15224	60	0.2833333333333333
15226	28	0.14285714285714285
15227	29	0.1724137931034483
15228	33	0.3333333333333333
15229	1	1.0
15232	53	0.3584905660377358
15233	18	0.2777777777777778
15234	30	0.16666666666666666
15235	2	0.0
15236	9	0.1111111111111111
15238	28	0.10714285714285714
15241	9	0.3333333333333333
15243	5	0.0
15260	3	0.0
18104	1	0.0
28012	32	0.09375
28025	1	0.0
28027	72	0.19444444444444445
28075	14	0.07142857142857142
28078	7	0.2857142857142857
28079	22	0.3181818181818182
28101	1	0.0
28104	37	0.32432432432432434
28105	111	0.17117117117117117
28110	2	0.0
28120	11	0.18181818181818182
28127	1	0.0
28134	42	0.19047619047619047
28202	219	0.3287671232876712
28203	104	0.41346153846153844
28204	81	0.4074074074074074
28205	131	0.3435114503816794
28206	27	0.25925925925925924
28207	21	0.3333333333333333
28208	87	0.21839080459770116
28209	75	0.24
28210	65	0.3230769230769231
28211	77	0.3246753246753247
28212	32	0.03125
28213	51	0.11764705882352941
28214	20	0.15
28215	21	0.047619047619047616
28216	62	0.08064516129032258
28217	101	0.15841584158415842
28226	68	0.19117647058823528
28227	61	0.08196721311475409
28244	4	0.5
28262	123	0.21138211382113822
28269	61	0.18032786885245902
28270	42	0.11904761904761904
28273	112	0.19642857142857142
28277	192	0.3125
28278	10	0.2
28280	5	0.4
28282	4	0.25
29707	14	0.14285714285714285
29708	71	0.19718309859154928
29710	6	0.3333333333333333
29715	30	0.23333333333333334
29732	1	0.0
53527	6	0.16666666666666666
53529	1	0.0
53532	18	0.16666666666666666
53558	11	0.0
53562	86	0.19767441860465115
53589	2	0.0
53590	55	0.18181818181818182
53593	23	0.08695652173913043
